Id, name, nation, day of birth, points, category, weight, gender
320, FLORES CAMPUZANO Jose Maria, Mexico, 11-11-1111, 0.75, cadetes, -33, male
321, AYALA CISNEROS Diego, Mexico, 11-11-1111, 0.75, cadetes, -33, male
322, KNIGHT Lawson, Australia, 11-11-1111, 0.75, cadetes, -33, male
323, GHANEM Jad, Lebanon, 11-11-1111, 0.75, cadetes, -33, male
324, ALMUTAIRI Khaled M- Baraka, Kuwait, 11-11-1111, 0.72, cadetes, -33, male
325, VECCHIO del Teodoro, Italy, 11-11-1111, 0.72, cadetes, -33, male
326, TLEULES Tamirlan, Kazakhstan, 11-11-1111, 0.71, cadetes, -33, male
327, SERIK Artur, Kazakhstan, 11-11-1111, 0.69, cadetes, -33, male
328, SOFOPOULOS Stergios, Greece, 11-11-1111, 0.69, cadetes, -33, male
329, MOLNAR Bendeguz, Hungary, 11-11-1111, 0.66, cadetes, -33, male
330, ALHUSAMI Anas, Jordan, 11-11-1111, 0.66, cadetes, -33, male
331, COHEN Itamar, Israel, 11-11-1111, 0.63, cadetes, -33, male
332, BENITEZ LOPEZ Adrian, Puerto Rico, 16-02-2001, 0.63, cadetes, -33, male
333, KUVSHINOV Nikolai, Russian Federation, 11-11-1111, 0.63, cadetes, -33, male
334, LEON VELA Flavio, Peru, 11-11-1111, 0.63, cadetes, -33, male
335, SALAZAR SOMARRIBA Eduardo, Nicaragua, 11-11-1111, 0.63, cadetes, -33, male
336, BELANOVIC Uros, Serbia, 11-11-1111, 0.63, cadetes, -33, male
337, SHAMANOV Imran, United States of America, 11-11-1111, 0.63, cadetes, -33, male
338, RODRIGUEZ SOLANO Gabriel Matias, Colombia, 11-11-1111, 0.63, cadetes, -33, male
339, FISTICAN Valentin, Italy, 11-11-1111, 0.63, cadetes, -33, male
340, BELAVYI Mikita, Belarus, 11-11-1111, 0.63, cadetes, -33, male
341, MARTINEZ MEDINA Obed, Mexico, 11-11-1111, 0.63, cadetes, -33, male
342, YETGUN Yigit Ege, Turkey, 11-11-1111, 0.63, cadetes, -33, male
343, GRASSO Antonio, Italy, 11-11-1111, 0.63, cadetes, -33, male
344, GRANIER-AMEUR Aikan, Australia, 11-11-1111, 0.63, cadetes, -33, male
345, COGLITORE Michele, Italy, 11-11-1111, 0.63, cadetes, -33, male
346, ALNATSHA Eslam, Jordan, 11-11-1111, 0.63, cadetes, -33, male
347, SANCHEZ STEINMETZ Miguel Angel, Spain, 11-11-1111, 0.63, cadetes, -33, male
348, ALMORAIKHI Mohammed, Qatar, 11-11-1111, 0.62, cadetes, -33, male
349, ILIC Nemanja, Serbia, 11-11-1111, 0.6, cadetes, -33, male
350, BARDAKOV Ruslan, Ukraine, 13-07-2006, 0.6, cadetes, -33, male
351, SANTANA Eduardo Arcanjo, Brazil, 11-11-1111, 0.59, cadetes, -33, male
352, LUCIANO Joaquin Patrick, United States of America, 20-01-2007, 0.59, cadetes, -33, male
353, ALEKSANDRIN Dmytro, Ukraine, 11-11-1111, 0.59, cadetes, -33, male
354, ISON ARCONADO Dejan, Spain, 11-11-1111, 0.59, cadetes, -33, male
355, ALFONSO Matthew, United States of America, 11-11-1111, 0.58, cadetes, -33, male
356, STOYANOV Martin, Bulgaria, 11-11-1111, 0.56, cadetes, -33, male
357, KLANFAR Leon, Hrvatska, 11-11-1111, 0.56, cadetes, -33, male
358, PAPATHANASIOU Christos, Germany, 11-11-1111, 0.56, cadetes, -33, male
359, ZANDI Abolfazl, Iran, 11-11-1111, 0.56, cadetes, -33, male
360, SEO Eun-Soo, Korea, 11-11-1111, 0.56, cadetes, -33, male
361, AULAQI Yones Darid, Denmark, 11-11-1111, 0.56, cadetes, -33, male
362, YEE Jarrett, United States of America, 11-11-1111, 0.56, cadetes, -33, male
363, BARKOF Alexandros, Greece, 11-11-1111, 0.55, cadetes, -33, male
364, MALIK Merey, Kazakhstan, 11-11-1111, 0.55, cadetes, -33, male
365, CETIN Muhammed-Mirac, Germany, 24-08-2006, 0.55, cadetes, -33, male
366, BABLONIUK Danyil, Ukraine, 11-11-1111, 0.53, cadetes, -33, male
367, SARSOZA Zack, United Kingdom of Great Britai, 12-05-2004, 0.53, cadetes, -33, male
368, AKSOY Selimhan, Turkey, 11-11-1111, 0.5, cadetes, -33, male
369, CHAIYOTHA Nitipoom, Thailand, 11-11-1111, 23.5, cadetes, -37, male
370, VIDELA MIGUENS Victor, Spain, 11-11-1111, 23, cadetes, -37, male
371, MANULAT Anthony, United States of America, 11-11-1111, 22.5, cadetes, -37, male
372, SPARRE Nicolai Yuma, Germany, 02-06-2009, 20.38, cadetes, -37, male
373, SAMATULY Nurperzent, Kazakhstan, 11-11-1111, 19.75, cadetes, -37, male
374, HATAMLI Ilyas, Azerbaijan, 11-11-1111, 18.88, cadetes, -37, male
375, PARK Jeonghun, Korea, 11-11-1111, 16.5, cadetes, -37, male
376, ZAREFSKY Keegan, United States of America, 11-11-1111, 15.75, cadetes, -37, male
377, BUDAGLI Mehdi, Azerbaijan, 11-11-1111, 14.38, cadetes, -37, male
378, IVANOVIC Sergej, Serbia, 11-11-1111, 14, cadetes, -37, male
379, LEPE Joshua, United States of America, 11-11-1111, 14, cadetes, -37, male
380, BUENAVENTURA Damien Josephus, United States of America, 11-11-1111, 13.25, cadetes, -37, male
381, JLIDA Mohamed Oussama, Tunisia, 11-11-1111, 13, cadetes, -37, male
382, GIL David, United States of America, 11-11-1111, 12.25, cadetes, -37, male
383, PAPACHARALAMPOUS Nikolaos, Greece, 11-11-1111, 12, cadetes, -37, male
384, GHANBARZADEH Amirabbas, Iran, 11-11-1111, 11.5, cadetes, -37, male
385, SHERRATT Alexander, United Kingdom of Great Britai, 11-11-1111, 11.38, cadetes, -37, male
386, CORTES LABASTIDA Guillermo Manuel, Mexico, 11-11-1111, 11.25, cadetes, -37, male
387, ALSWAITTI Noor, Palestinian Territory, 11-11-1111, 11, cadetes, -37, male
388, LEPAPE XARAU Andreas Sandro, Spain, 11-11-1111, 10.88, cadetes, -37, male
389, GILLIS Zach, Canada, 11-11-1111, 10.63, cadetes, -37, male
390, GAVAS Levi, Canada, 11-11-1111, 10, cadetes, -37, male
391, KAPUSTA Mykhailo, Ukraine, 28-03-2009, 9.94, cadetes, -37, male
392, DEDEGBE Nelson, France, 11-11-1111, 9.69, cadetes, -37, male
393, CRAVCENCO Maxim, Moldova, 11-11-1111, 9.5, cadetes, -37, male
394, NESHER Gal, Israel, 11-11-1111, 8.75, cadetes, -37, male
395, PRAGANO Lorenzo, United States of America, 11-11-1111, 8.25, cadetes, -37, male
396, LOPES dos SANTOS Paulo Eduardo, Brazil, 11-11-1111, 8.25, cadetes, -37, male
397, LEE Donggun, Korea, 11-11-1111, 8.25, cadetes, -37, male
398, MARUFJONOV Dilmurod, Uzbekistan, 11-11-1111, 8.25, cadetes, -37, male
399, SENESI Diego, Italy, 11-11-1111, 8, cadetes, -37, male
400, NGUYEN Thanh Phat, Viet Nam, 11-11-1111, 8, cadetes, -37, male
401, PAROSKI Dorde, Serbia, 11-11-1111, 7.94, cadetes, -37, male
402, CHALLOY Reian Jon, United States of America, 11-11-1111, 7.88, cadetes, -37, male
403, TSAGKOURNOS Konstantinos, Greece, 11-11-1111, 7.81, cadetes, -37, male
404, CARVALHO Fabio, United Kingdom of Great Britai, 11-11-1111, 7.63, cadetes, -37, male
405, DEVERNAY Maroje, Hrvatska, 11-11-1111, 7.63, cadetes, -37, male
406, MANENKOV Maksym, Ukraine, 13-03-2006, 7.01, cadetes, -37, male
407, ORTIZ PADILLA Ricky Yadier, Puerto Rico, 11-11-1111, 7, cadetes, -37, male
408, TASKYN Temirzhan, Kazakhstan, 11-11-1111, 7, cadetes, -37, male
409, MAYO James, United States of America, 11-11-1111, 7, cadetes, -37, male
410, KHALED ALDHANHANI Mohamed, United Arab Emirates, 11-11-1111, 7, cadetes, -37, male
411, SEVAGIAN Nicolo, Italy, 11-11-1111, 7, cadetes, -37, male
412, PANYUSHKIN Ernesto, Dominican Republic, 11-11-1111, 7, cadetes, -37, male
413, KIS Nikola, Serbia, 11-11-1111, 6.56, cadetes, -37, male
414, AMIR SAYED MOHAMED REFAAT Ali, Egypt, 11-11-1111, 6.5, cadetes, -37, male
415, BENITEZ LOPEZ Alan, Puerto Rico, 11-11-1111, 6.5, cadetes, -37, male
416, DUMLU Rayyan Zeynel, Germany, 11-11-1111, 6.25, cadetes, -37, male
417, ORBEA GRACIA Pedro Felipe, Ecuador, 11-11-1111, 6.25, cadetes, -37, male
418, CHRZANOWSKI Pawel, Poland, 11-11-1111, 6.13, cadetes, -37, male
419, CVETKOVIC Pavle, Serbia, 11-11-1111, 6, cadetes, -37, male
420, BAMASUD Meshari, Saudi Arabia, 11-11-1111, 6, cadetes, -37, male
421, AGENJO TRIGOS Jairo, Spain, 11-11-1111, 5.88, cadetes, -37, male
422, KASTELIC Jakob, Slovenia, 11-11-1111, 5.75, cadetes, -37, male
423, TELAHUN Kebar, Sweden, 11-11-1111, 5.75, cadetes, -37, male
424, NASIRAHMADI Amirmohammad, Iran, 11-11-1111, 5.75, cadetes, -37, male
425, HASANLI Mahammad, Azerbaijan, 11-11-1111, 5.75, cadetes, -37, male
426, HADJIMAVROS Charalambos, Cyprus, 11-11-1111, 5.75, cadetes, -37, male
427, TAYLOR Sam, United Kingdom of Great Britai, 11-11-1111, 5.5, cadetes, -37, male
428, GJIKAJ Ditjon, Albania, 11-11-1111, 5.5, cadetes, -37, male
429, GUARDIOLA Eliot, France, 11-11-1111, 5.31, cadetes, -37, male
430, MADSAMAN Purich, Thailand, 11-11-1111, 5.25, cadetes, -37, male
431, KNIGHT Nicholas, Trinidad and Tobago, 11-11-1111, 5.25, cadetes, -37, male
432, BAYKARA Muhammet Efe, Turkey, 11-11-1111, 5.13, cadetes, -37, male
433, NAVRACIUC Kirill, Moldova, 11-11-1111, 5.13, cadetes, -37, male
434, HANSEN Lukas, Sweden, 11-11-1111, 5.06, cadetes, -37, male
435, ZAHRAN Fahd, Jordan, 11-11-1111, 5, cadetes, -37, male
436, AULAQI Yosef Darid, Denmark, 06-05-2010, 5, cadetes, -37, male
437, PREUVENEERS Liam, Belgium, 11-11-1111, 5, cadetes, -37, male
438, OHARA Keishin, Japan, 11-11-1111, 5, cadetes, -37, male
439, SANCHEZ JEREZ Alejandro, Spain, 11-11-1111, 5, cadetes, -37, male
440, EKINCI Tugra, Turkey, 11-11-1111, 4.88, cadetes, -37, male
441, MAGOMEDOV Kurbanmagomed, Russian Federation, 11-11-1111, 4.78, cadetes, -37, male
442, NIKOLIC MALORA Lucijan, Hrvatska, 11-11-1111, 4.63, cadetes, -37, male
443, OWEN Haddad, France, 11-11-1111, 4.63, cadetes, -37, male
444, PEREIRA MACHADO Miguel, Germany, 11-11-1111, 4.5, cadetes, -37, male
445, RIOS MARTINEZ Leonardo, Mexico, 11-11-1111, 4.5, cadetes, -37, male
446, BULAVIN Mykyta, Ukraine, 11-11-1111, 4.5, cadetes, -37, male
447, HAIM Yonatan, Israel, 11-11-1111, 4.5, cadetes, -37, male
448, LI Mikhail, Uzbekistan, 11-11-1111, 4.5, cadetes, -37, male
449, ISSAMEDIN Bauyrzhan, Kazakhstan, 11-11-1111, 4.5, cadetes, -37, male
450, MARWAN Yahya, Sweden, 11-11-1111, 4.38, cadetes, -37, male
451, KAWAI Riato, Japan, 11-11-1111, 4.38, cadetes, -37, male
452, SINSANG Ittiporn, Thailand, 11-11-1111, 4.37, cadetes, -37, male
453, LIMPT van Joep, Netherlands, 11-11-1111, 4.31, cadetes, -37, male
454, ABOU JAOUDEH Ghassan, Lebanon, 11-11-1111, 4.25, cadetes, -37, male
455, KVANTIDZE Mate, Georgia, 11-11-1111, 4.25, cadetes, -37, male
456, NITSAS Christos-Rafail, Germany, 11-11-1111, 4.25, cadetes, -37, male
457, STEFANOV Marko, Serbia, 11-11-1111, 4.13, cadetes, -37, male
458, PETROV Kristian, Bulgaria, 11-11-1111, 4.13, cadetes, -37, male
459, MUKACA Ahmed, Bosnia and Herzegovina, 11-11-1111, 4.13, cadetes, -37, male
460, GRANDE OLIVER Hugo, Spain, 11-11-1111, 4.11, cadetes, -37, male
461, AHMED IBRAHIM AHMED Sliem, Egypt, 11-11-1111, 4, cadetes, -37, male
462, HOPIC Majid, Germany, 11-11-1111, 4, cadetes, -37, male
463, DULGUUN Khuslen, Mongolia, 11-11-1111, 4, cadetes, -37, male
464, JHITA Shaan, United Kingdom of Great Britai, 11-11-1111, 4, cadetes, -37, male
465, WESSAM MOHAMED Mohamed, Egypt, 11-11-1111, 3.97, cadetes, -37, male
466, PANTOS Evaggelos, Greece, 11-11-1111, 3.88, cadetes, -37, male
467, DIAZ Emmanuel, United States of America, 11-11-1111, 3.88, cadetes, -37, male
468, JANUSAUSKAS Matas, Lithuania, 11-11-1111, 3.75, cadetes, -37, male
469, TSITAKIS Athanasios, Greece, 11-11-1111, 3.69, cadetes, -37, male
470, BERNARDINO Rukuroa, French Polynesia, 11-11-1111, 3.63, cadetes, -37, male
471, ISLAM MAHMOUD HUSSIEN Omar, Egypt, 11-11-1111, 3.5, cadetes, -37, male
472, TASHPULATOV Sultonbek, Uzbekistan, 11-11-1111, 3.5, cadetes, -37, male
473, LEE Youngjoo, Korea, 11-11-1111, 3.5, cadetes, -37, male
474, OMAR Mohanad, United Arab Emirates, 11-11-1111, 3.5, cadetes, -37, male
475, HACHIM Edmond, Lebanon, 11-11-1111, 3.5, cadetes, -37, male
476, ABDOLLAHI Nima, Iraq, 11-11-1111, 3.5, cadetes, -37, male
477, KASAPOGLU Muhammed Yigit, Turkey, 11-11-1111, 3.5, cadetes, -37, male
478, STONCELIS EmiIijus, Lithuania, 11-11-1111, 3.5, cadetes, -37, male
479, ISMAILOV Ekrem, Germany, 11-11-1111, 3.44, cadetes, -37, male
480, AL BULUSHI Al Muhanad, Oman, 11-11-1111, 3.38, cadetes, -37, male
481, MIREA David, Romania, 11-11-1111, 3.25, cadetes, -37, male
482, STOYANOV Martin, Bulgaria, 11-11-1111, 3.25, cadetes, -37, male
483, KHIN Hayden, Germany, 11-11-1111, 3.25, cadetes, -37, male
484, KUCUK Mustafa, Turkey, 11-11-1111, 3.25, cadetes, -37, male
485, SATTOROV Azizbek, Uzbekistan, 11-11-1111, 3.25, cadetes, -37, male
486, PAZOS SIERRA Marcos, Spain, 11-11-1111, 3.19, cadetes, -37, male
487, JAFAR SALEHI Pouneh, Iran, 11-11-1111, 3.19, cadetes, -37, male
488, VASILIC Todor, Serbia, 11-11-1111, 3.18, cadetes, -37, male
489, KANTEMIR Bitsuev, Russian Federation, 11-11-1111, 3.13, cadetes, -37, male
490, BOVSUNOVSKYI Emil, Ukraine, 11-12-2009, 3.13, cadetes, -37, male
491, BEZJAK Viljem, Hrvatska, 11-11-1111, 3.06, cadetes, -37, male
492, PERALTA Alejo Daniel, Argentina, 11-11-1111, 3, cadetes, -37, male
493, NICULAE Nathaniel, United States of America, 11-11-1111, 3, cadetes, -37, male
494, LIIU Lars-Lucas, Germany, 11-11-1111, 3, cadetes, -37, male
495, ZUNIGA GILER Carlos, Ecuador, 11-11-1111, 3, cadetes, -37, male
496, ALSHAHRANI Khalid Abdullah, Saudi Arabia, 11-11-1111, 3, cadetes, -37, male
497, CHARALAMBOUS Iasonas, Cyprus, 11-11-1111, 2.94, cadetes, -37, male
498, ÖZKAN Batu Yasar, Germany, 11-11-1111, 2.75, cadetes, -37, male
499, ALNATSHA Eslam, Jordan, 11-11-1111, 2.75, cadetes, -37, male
500, TRIANTAFYLLAKIS Dimitrios, Greece, 11-11-1111, 2.75, cadetes, -37, male
501, LOUKARIS Stefanos Marinos, Greece, 11-11-1111, 2.75, cadetes, -37, male
502, ZANOSKI Jan, Hrvatska, 11-11-1111, 2.75, cadetes, -37, male
503, RIGO CALDERAN Ivan, Spain, 11-11-1111, 2.69, cadetes, -37, male
504, SANTOS FONTINHA Andre Filipe, Portugal, 20-05-2007, 2.63, cadetes, -37, male
505, PAPATHANASIOU Christos, Germany, 11-11-1111, 2.63, cadetes, -37, male
506, RODRIGUEZ VAZQUEZ Emilio, Mexico, 11-11-1111, 2.63, cadetes, -37, male
507, AL SHAIBANI Ali Saber, United Arab Emirates, 11-11-1111, 2.63, cadetes, -37, male
508, ABALO ARIAS Daniel, Spain, 11-11-1111, 2.63, cadetes, -37, male
509, SARITAS Emre, Turkey, 11-11-1111, 2.56, cadetes, -37, male
510, DREWS Jonasz, Poland, 11-11-1111, 2.56, cadetes, -37, male
511, AKHMETOV Damir, Russian Federation, 11-11-1111, 2.54, cadetes, -37, male
512, DISKAYA Ruzgar, Turkey, 11-11-1111, 2.5, cadetes, -37, male
513, OLIVEIRA da SILVA Paulo Vinicius, Brazil, 11-11-1111, 2.5, cadetes, -37, male
514, KADYRGALI Dastan, Kazakhstan, 11-11-1111, 2.5, cadetes, -37, male
515, MASALEKH Hayder Salam Hamid, Iraq, 11-11-1111, 2.5, cadetes, -37, male
516, STAMATOV Ivan, Moldova, 11-11-1111, 2.5, cadetes, -37, male
517, COHEN Lior Jonathan, Australia, 11-11-1111, 2.5, cadetes, -37, male
518, CHENG Po-Yu, Taiwan, 11-11-1111, 2.5, cadetes, -37, male
519, QAMBAR Yousif, Bahrain, 11-11-1111, 2.5, cadetes, -37, male
520, HASSAN Kareem, Sudan, 11-11-1111, 2.5, cadetes, -37, male
521, ERZAT Erasyl, Kazakhstan, 11-11-1111, 2.5, cadetes, -37, male
522, NISIR Nuri, Turkey, 11-11-1111, 2.5, cadetes, -37, male
523, TANTAWY SHIHATA AWAAD Ziad, Egypt, 11-11-1111, 2.5, cadetes, -37, male
524, ABOU MRAD Raoul, Lebanon, 11-11-1111, 2.5, cadetes, -37, male
525, LAM Marcus, United States of America, 11-11-1111, 2.5, cadetes, -37, male
526, KALKAN JUNIOR Umit, Germany, 11-11-1111, 2.5, cadetes, -37, male
527, GALSTYAN Artur, Ukraine, 27-02-2000, 2.5, cadetes, -37, male
528, GORY Ryan, United States of America, 11-11-1111, 2.5, cadetes, -37, male
529, CALIK Enis, Germany, 11-11-1111, 2.5, cadetes, -37, male
530, ALIC Nail, Bosnia and Herzegovina, 11-11-1111, 2.44, cadetes, -37, male
531, EDUARDO CALIN Cetean, Romania, 11-11-1111, 2.44, cadetes, -37, male
532, KANATBAYEV Almat, Kazakhstan, 11-11-1111, 2.38, cadetes, -37, male
533, MEHMEDOVIC Omer, Bosnia and Herzegovina, 11-11-1111, 2.31, cadetes, -37, male
534, NGUYEN Huynh Phi Long, Viet Nam, 11-11-1111, 2.25, cadetes, -37, male
535, CAMPANA ROCHA Francisco Efrain, Mexico, 11-11-1111, 2.25, cadetes, -37, male
536, YENER Mucahit, Turkey, 11-11-1111, 2.25, cadetes, -37, male
537, ARSLAN Hasan, Turkey, 11-11-1111, 2.25, cadetes, -37, male
538, TAYMASKHANOV Mohmad, Russian Federation, 11-11-1111, 2.24, cadetes, -37, male
539, GEORGIEV Hristiyan, Bulgaria, 11-11-1111, 2.21, cadetes, -37, male
540, ELBOGEN Itay, Israel, 11-11-1111, 2.13, cadetes, -37, male
541, MORA VILLALOBOS Jefferson, Costa Rica, 11-11-1111, 2.13, cadetes, -37, male
542, WILKIN Gabriel Eric, Belgium, 11-11-1111, 2.13, cadetes, -37, male
543, DROSDOWSKI Daniel, Germany, 16-02-2005, 2.07, cadetes, -37, male
544, KAZLOU Aliaksandr, Belarus, 11-11-1111, 2.06, cadetes, -37, male
545, GURABANIDZE Aleksandre, Georgia, 11-11-1111, 2, cadetes, -37, male
546, GULIYEV Riad, Azerbaijan, 11-11-1111, 2, cadetes, -37, male
547, RAWAL Laksh, India, 11-11-1111, 2, cadetes, -37, male
548, DHADALWAL Nishant, India, 11-11-1111, 2, cadetes, -37, male
549, PAPASTERGIOU Alexandros, Greece, 11-11-1111, 2, cadetes, -37, male
550, MILOSEVIC Vid, Slovenia, 11-11-1111, 2, cadetes, -37, male
551, DIMITROV Simeon, Bulgaria, 11-11-1111, 1.94, cadetes, -37, male
552, NESTOROVIC Vasilije, Montenegro, 11-11-1111, 1.91, cadetes, -37, male
553, CUTRONE Francesco, Italy, 11-11-1111, 1.88, cadetes, -37, male
554, SENGONUL Mert, Turkey, 11-11-1111, 1.88, cadetes, -37, male
555, RIGAS Andreas-Marios, Greece, 11-11-1111, 1.88, cadetes, -37, male
556, RADISIC Pavle, Serbia, 11-11-1111, 1.88, cadetes, -37, male
557, ERBULUT Berke, Turkey, 11-11-1111, 1.81, cadetes, -37, male
558, TARKHANIAN Martiros, Ukraine, 11-11-1111, 1.77, cadetes, -37, male
559, MEHLMANN Daniel, Germany, 05-12-2006, 1.75, cadetes, -37, male
560, AGUERO SOLIS Edwin, Costa Rica, 11-11-1111, 1.75, cadetes, -37, male
561, NAZER Taha, Iran, 11-11-1111, 1.75, cadetes, -37, male
562, JAVKHLANTUGS Jargalan, Mongolia, 11-11-1111, 1.75, cadetes, -37, male
563, CARPIO Ryan, United States of America, 11-11-1111, 1.75, cadetes, -37, male
564, SINUGBOJAN Cyrus Rodan, Philippines, 11-11-1111, 1.75, cadetes, -37, male
565, GUSEINOV Damir, Russian Federation, 11-11-1111, 1.75, cadetes, -37, male
566, SANTORO Francesco Antonio, Italy, 11-11-1111, 1.75, cadetes, -37, male
567, GALVEZ GARNES Jose Antonio, Spain, 11-11-1111, 1.75, cadetes, -37, male
568, SHERI Adilet, Kazakhstan, 11-11-1111, 1.75, cadetes, -37, male
569, CUEVA VARGAS Jefferson, Peru, 11-11-1111, 1.75, cadetes, -37, male
570, HUANG Hao-Wei, Taiwan, 11-11-1111, 1.75, cadetes, -37, male
571, ANVAR-ALIEV Yussuf, Kazakhstan, 11-11-1111, 1.75, cadetes, -37, male
572, ERSAN Osman Nuri Esad, Turkey, 11-11-1111, 1.75, cadetes, -37, male
573, ALCAIDE Jonathan Adan, Mexico, 11-11-1111, 1.75, cadetes, -37, male
574, DOLIC Petar, Bosnia and Herzegovina, 11-11-1111, 1.75, cadetes, -37, male
575, MAHMOUD Taha, Egypt, 11-11-1111, 1.75, cadetes, -37, male
576, CHUNG Yi-Lung, Taiwan, 11-11-1111, 1.75, cadetes, -37, male
577, OMAROVI Zauri, Georgia, 11-11-1111, 1.75, cadetes, -37, male
578, MAKHNEVYCH Marko, Canada, 11-11-1111, 1.75, cadetes, -37, male
579, TOVMASYAN Davit, Armenia, 11-11-1111, 1.75, cadetes, -37, male
580, EOM Juho, Korea, 11-11-1111, 1.75, cadetes, -37, male
581, AMRO HASAN Yassem, Egypt, 11-11-1111, 1.75, cadetes, -37, male
582, HUERTA Emiliano, Mexico, 11-11-1111, 1.66, cadetes, -37, male
583, FLEGAR Jan, Hrvatska, 11-11-1111, 1.65, cadetes, -37, male
584, SOUPAS Georgios, Greece, 11-11-1111, 1.63, cadetes, -37, male
585, TORLEY Zar, United Kingdom of Great Britai, 27-04-2010, 1.63, cadetes, -37, male
586, VRBAN Dino, Hrvatska, 11-11-1111, 1.63, cadetes, -37, male
587, PONOMARENKO Vladyslav, Ukraine, 11-11-1111, 1.63, cadetes, -37, male
588, AIZENBERG Dan, Israel, 11-11-1111, 1.63, cadetes, -37, male
589, BRUUN August Storm, Denmark, 11-11-1111, 1.62, cadetes, -37, male
590, HADJICOSTI Prodomos Angelos, Cyprus, 11-11-1111, 1.6, cadetes, -37, male
591, ALDAOUD Jaafar, Jordan, 11-11-1111, 1.55, cadetes, -37, male
592, FERNANDEZ JIMENEZ Jose Francisco, Costa Rica, 11-11-1111, 1.5, cadetes, -37, male
593, MORAN Martin Sebastian, Ecuador, 11-11-1111, 1.5, cadetes, -37, male
594, REGUELIN Thiago, Brazil, 11-11-1111, 1.5, cadetes, -37, male
595, SHAMSIDDINOV Nurmukhammad, Uzbekistan, 11-11-1111, 1.5, cadetes, -37, male
596, KAYA Sezgin Ege, Turkey, 11-11-1111, 1.5, cadetes, -37, male
597, HASSAN KAMAL Youssef, Egypt, 11-11-1111, 1.5, cadetes, -37, male
598, JAIN Dhruvank Sunil, India, 11-11-1111, 1.5, cadetes, -37, male
599, KOVBA Nazarii, Ukraine, 11-11-1111, 1.5, cadetes, -37, male
600, KATARBEKOV Mansur, Kazakhstan, 11-11-1111, 1.5, cadetes, -37, male
601, HERMANN Zander, Canada, 11-11-1111, 1.5, cadetes, -37, male
602, AKBURU Ata, Turkey, 11-11-1111, 1.5, cadetes, -37, male
603, MIHAJLOVIC Andrija, Serbia, 11-11-1111, 1.5, cadetes, -37, male
604, ABDULLAH SHEHATA ABDULLAH Ahmed, Egypt, 11-11-1111, 1.5, cadetes, -37, male
605, FILIPE SANTOS FONTHINA Andre, Portugal, 11-11-1111, 1.5, cadetes, -37, male
606, ABDEL NASSER AHMED Mohamed, Egypt, 11-11-1111, 1.5, cadetes, -37, male
607, RUAT Jesse, United States of America, 11-11-1111, 1.5, cadetes, -37, male
608, TAREK AWOD Yaseen, Egypt, 11-11-1111, 1.5, cadetes, -37, male
609, HARBISHER Rocco, United Kingdom of Great Britai, 11-11-1111, 1.5, cadetes, -37, male
610, ODILOV Yosinbek, Uzbekistan, 11-11-1111, 1.5, cadetes, -37, male
611, CRISMARU David Valeriu, Romania, 11-11-1111, 1.5, cadetes, -37, male
612, RIGOTTI CURSINO Pedro Henrique, Brazil, 11-11-1111, 1.5, cadetes, -37, male
613, LINARES Victor Ignacio, Puerto Rico, 11-11-1111, 1.5, cadetes, -37, male
614, RIDDERSTAAT Janoah Liev Jason, Aruba, 11-11-1111, 1.5, cadetes, -37, male
615, EMBOLTURA Kurt Jyrus, Philippines, 11-11-1111, 1.5, cadetes, -37, male
616, CHU Lai Fung, Hong Kong, 11-11-1111, 1.5, cadetes, -37, male
617, ASTORGA MELGAR Christopher Andre, El Salvador, 11-11-1111, 1.5, cadetes, -37, male
618, RIBEIRO INACIO Isaque, Brazil, 11-11-1111, 1.5, cadetes, -37, male
619, VILLACRES CRIOLLO Javier, Ecuador, 11-11-1111, 1.5, cadetes, -37, male
620, ROVERETTO Filippo, Italy, 11-11-1111, 1.5, cadetes, -37, male
621, KAMOON Mohammad, Syrian, 11-11-1111, 1.5, cadetes, -37, male
622, DRACHMAN Yoav, Israel, 11-11-1111, 1.5, cadetes, -37, male
623, STOEV Georgi, Bulgaria, 11-11-1111, 1.44, cadetes, -37, male
624, BOLIC Matija, Serbia, 11-11-1111, 1.44, cadetes, -37, male
625, KARIMOV Zafarbek, Uzbekistan, 11-11-1111, 1.43, cadetes, -37, male
626, MANSUR Raz, Israel, 11-11-1111, 1.42, cadetes, -37, male
627, PSARROS Aristeidis Nikolaos, Greece, 11-11-1111, 1.41, cadetes, -37, male
628, TABACARI Igor, Moldova, 11-11-1111, 1.41, cadetes, -37, male
629, NACSA Noah, Canada, 11-11-1111, 1.39, cadetes, -37, male
630, FERGE Patrice, France, 11-11-1111, 1.38, cadetes, -37, male
631, CALVO FERNANDEZ Nicolas, Spain, 11-11-1111, 1.38, cadetes, -37, male
